"Time (CET)","Day-ahead Total Load Forecast [MW] - Belgium (BE)","Actual Total Load [MW] - Belgium (BE)"
"03.04.2015 07:30 - 03.04.2015 07:45","11460","11688"
"03.04.2015 07:45 - 03.04.2015 08:00","11598","11827"
"03.04.2015 08:00 - 03.04.2015 08:15","11474","11792"
"03.04.2015 08:15 - 03.04.2015 08:30","11587","11940"
"03.04.2015 08:30 - 03.04.2015 08:45","11730","12023"
"03.04.2015 08:45 - 03.04.2015 09:00","11810","12054"
"03.04.2015 09:00 - 03.04.2015 09:15","11700","12153"
"03.04.2015 09:15 - 03.04.2015 09:30","11765","12259"
"03.04.2015 09:30 - 03.04.2015 09:45","11842","12238"
"03.04.2015 09:45 - 03.04.2015 10:00","11873","12302"
"03.04.2015 10:00 - 03.04.2015 10:15","11756","12240"
"03.04.2015 10:15 - 03.04.2015 10:30","11791","12096"
"03.04.2015 10:30 - 03.04.2015 10:45","11814","12242"
"03.04.2015 10:45 - 03.04.2015 11:00","11840","12160"
"03.04.2015 11:00 - 03.04.2015 11:15","11803","12186"
"03.04.2015 11:15 - 03.04.2015 11:30","11808","12151"
"03.04.2015 11:30 - 03.04.2015 11:45","11823","12217"
"03.04.2015 11:45 - 03.04.2015 12:00","11837","12206"
"03.04.2015 12:00 - 03.04.2015 12:15","11493","11966"
"03.04.2015 12:15 - 03.04.2015 12:30","11487","11872"
"03.04.2015 12:30 - 03.04.2015 12:45","11525","11811"
"03.04.2015 12:45 - 03.04.2015 13:00","11523","11940"
"03.04.2015 13:00 - 03.04.2015 13:15","11434","11903"
"03.04.2015 13:15 - 03.04.2015 13:30","11324","11891"
"03.04.2015 13:30 - 03.04.2015 13:45","11293","11861"
"03.04.2015 13:45 - 03.04.2015 14:00","11257","11743"
"03.04.2015 14:00 - 03.04.2015 14:15","11200","11822"
"03.04.2015 14:15 - 03.04.2015 14:30","11154","11783"
"03.04.2015 14:30 - 03.04.2015 14:45","11163","11730"
"03.04.2015 14:45 - 03.04.2015 15:00","11086","11684"
"03.04.2015 15:00 - 03.04.2015 15:15","11061","11529"
"03.04.2015 15:15 - 03.04.2015 15:30","11032","11607"
"03.04.2015 15:30 - 03.04.2015 15:45","10990","11540"
"03.04.2015 15:45 - 03.04.2015 16:00","10973","11501"
"03.04.2015 16:00 - 03.04.2015 16:15","10918","11478"
"03.04.2015 16:15 - 03.04.2015 16:30","10898","11423"
"03.04.2015 16:30 - 03.04.2015 16:45","10862","11350"
"03.04.2015 16:45 - 03.04.2015 17:00","10846","11361"
"03.04.2015 17:00 - 03.04.2015 17:15","10899","11359"
"03.04.2015 17:15 - 03.04.2015 17:30","10909","11328"
"03.04.2015 17:30 - 03.04.2015 17:45","10885","11342"
"03.04.2015 17:45 - 03.04.2015 18:00","10930","11477"
"03.04.2015 18:00 - 03.04.2015 18:15","10850","11389"
"03.04.2015 18:15 - 03.04.2015 18:30","10886","11265"
"03.04.2015 18:30 - 03.04.2015 18:45","10934","11201"
"03.04.2015 18:45 - 03.04.2015 19:00","10953","11203"
"03.04.2015 19:00 - 03.04.2015 19:15","10932","11069"
"03.04.2015 19:15 - 03.04.2015 19:30","10920","11095"
"03.04.2015 19:30 - 03.04.2015 19:45","10912","10998"
"03.04.2015 19:45 - 03.04.2015 20:00","10965","10925"
"03.04.2015 20:00 - 03.04.2015 20:15","11021","10906"
"03.04.2015 20:15 - 03.04.2015 20:30","11107","11006"
"03.04.2015 20:30 - 03.04.2015 20:45","11163","11042"
"03.04.2015 20:45 - 03.04.2015 21:00","11105","10955"
"03.04.2015 21:00 - 03.04.2015 21:15","11385","10958"
"03.04.2015 21:15 - 03.04.2015 21:30","11224","10851"
"03.04.2015 21:30 - 03.04.2015 21:45","11078","10798"
"03.04.2015 21:45 - 03.04.2015 22:00","10933","10599"
"03.04.2015 22:00 - 03.04.2015 22:15","10566","10758"
"03.04.2015 22:15 - 03.04.2015 22:30","10575","10898"
"03.04.2015 22:30 - 03.04.2015 22:45","10511","10997"
"03.04.2015 22:45 - 03.04.2015 23:00","10386","10956"
"03.04.2015 23:00 - 03.04.2015 23:15","10629","11084"
"03.04.2015 23:15 - 03.04.2015 23:30","10690","11000"
"03.04.2015 23:30 - 03.04.2015 23:45","10666","10755"
"03.04.2015 23:45 - 04.04.2015 00:00","10564","10607"
"04.04.2015 00:00 - 04.04.2015 00:15","10455","10474"
"04.04.2015 00:15 - 04.04.2015 00:30","10259","10285"
"04.04.2015 00:30 - 04.04.2015 00:45","10065","10093"
"04.04.2015 00:45 - 04.04.2015 01:00","9927","9875"
"04.04.2015 01:00 - 04.04.2015 01:15","9627","9721"
"04.04.2015 01:15 - 04.04.2015 01:30","9463","9648"
"04.04.2015 01:30 - 04.04.2015 01:45","9393","9504"
"04.04.2015 01:45 - 04.04.2015 02:00","9248","9363"
"04.04.2015 02:00 - 04.04.2015 02:15","9334","9262"
"04.04.2015 02:15 - 04.04.2015 02:30","9154","9113"
"04.04.2015 02:30 - 04.04.2015 02:45","9008","9030"
"04.04.2015 02:45 - 04.04.2015 03:00","8872","8956"
"04.04.2015 03:00 - 04.04.2015 03:15","9064","8865"
"04.04.2015 03:15 - 04.04.2015 03:30","9012","8784"
"04.04.2015 03:30 - 04.04.2015 03:45","8887","8687"
"04.04.2015 03:45 - 04.04.2015 04:00","8848","8670"
"04.04.2015 04:00 - 04.04.2015 04:15","8977","8674"
"04.04.2015 04:15 - 04.04.2015 04:30","8924","8641"
"04.04.2015 04:30 - 04.04.2015 04:45","8904","8561"
"04.04.2015 04:45 - 04.04.2015 05:00","8821","8638"
"04.04.2015 05:00 - 04.04.2015 05:15","9091","8759"
"04.04.2015 05:15 - 04.04.2015 05:30","9127","8724"
"04.04.2015 05:30 - 04.04.2015 05:45","9115","8685"
"04.04.2015 05:45 - 04.04.2015 06:00","9125","8752"
"04.04.2015 06:00 - 04.04.2015 06:15","9135","8887"
"04.04.2015 06:15 - 04.04.2015 06:30","9168","8888"
"04.04.2015 06:30 - 04.04.2015 06:45","9216","8979"
"04.04.2015 06:45 - 04.04.2015 07:00","9237","9034"
"04.04.2015 07:00 - 04.04.2015 07:15","9330","9012"
"04.04.2015 07:15 - 04.04.2015 07:30","9322","8983"
"04.04.2015 07:30 - 04.04.2015 07:45","9362","9067"
"04.04.2015 07:45 - 04.04.2015 08:00","9374","9195"
"04.04.2015 08:00 - 04.04.2015 08:15","9837","9406"
"04.04.2015 08:15 - 04.04.2015 08:30","9874","9528"
"04.04.2015 08:30 - 04.04.2015 08:45","10011","9792"
"04.04.2015 08:45 - 04.04.2015 09:00","10166","9980"
"04.04.2015 09:00 - 04.04.2015 09:15","10260","10175"
"04.04.2015 09:15 - 04.04.2015 09:30","10418","10310"
"04.04.2015 09:30 - 04.04.2015 09:45","10581","10441"
"04.04.2015 09:45 - 04.04.2015 10:00","10790","10633"
"04.04.2015 10:00 - 04.04.2015 10:15","10662","10770"
"04.04.2015 10:15 - 04.04.2015 10:30","10753","10817"
"04.04.2015 10:30 - 04.04.2015 10:45","10833","10822"
"04.04.2015 10:45 - 04.04.2015 11:00","10905","10760"
"04.04.2015 11:00 - 04.04.2015 11:15","10764","10799"
"04.04.2015 11:15 - 04.04.2015 11:30","10782","10991"
"04.04.2015 11:30 - 04.04.2015 11:45","10786","11037"
"04.04.2015 11:45 - 04.04.2015 12:00","10803","11068"
"04.04.2015 12:00 - 04.04.2015 12:15","10732","10863"
"04.04.2015 12:15 - 04.04.2015 12:30","10729","10833"
"04.04.2015 12:30 - 04.04.2015 12:45","10795","10769"
"04.04.2015 12:45 - 04.04.2015 13:00","10826","10835"
"04.04.2015 13:00 - 04.04.2015 13:15","10588","10722"
"04.04.2015 13:15 - 04.04.2015 13:30","10548","10711"
"04.04.2015 13:30 - 04.04.2015 13:45","10500","10632"
"04.04.2015 13:45 - 04.04.2015 14:00","10437","10498"
"04.04.2015 14:00 - 04.04.2015 14:15","10386","10490"
"04.04.2015 14:15 - 04.04.2015 14:30","10335","10473"
"04.04.2015 14:30 - 04.04.2015 14:45","10255","10375"
"04.04.2015 14:45 - 04.04.2015 15:00","10236","10286"
"04.04.2015 15:00 - 04.04.2015 15:15","10178","10160"
"04.04.2015 15:15 - 04.04.2015 15:30","10180","10148"
"04.04.2015 15:30 - 04.04.2015 15:45","10068","10075"
"04.04.2015 15:45 - 04.04.2015 16:00","9971","10058"
"04.04.2015 16:00 - 04.04.2015 16:15","10021","10016"
"04.04.2015 16:15 - 04.04.2015 16:30","10010","10036"
"04.04.2015 16:30 - 04.04.2015 16:45","10005","9976"
"04.04.2015 16:45 - 04.04.2015 17:00","9940","9849"
"04.04.2015 17:00 - 04.04.2015 17:15","10116","9794"
"04.04.2015 17:15 - 04.04.2015 17:30","10121","9796"
"04.04.2015 17:30 - 04.04.2015 17:45","10067","9861"
"04.04.2015 17:45 - 04.04.2015 18:00","10098","9915"
"04.04.2015 18:00 - 04.04.2015 18:15","9964","9949"
"04.04.2015 18:15 - 04.04.2015 18:30","10038","9942"
"04.04.2015 18:30 - 04.04.2015 18:45","10146","9873"
"04.04.2015 18:45 - 04.04.2015 19:00","10252","9887"
"04.04.2015 19:00 - 04.04.2015 19:15","10171","9964"
"04.04.2015 19:15 - 04.04.2015 19:30","10261","9936"
"04.04.2015 19:30 - 04.04.2015 19:45","10383","9921"
"04.04.2015 19:45 - 04.04.2015 20:00","10556","9877"
"04.04.2015 20:00 - 04.04.2015 20:15","10559","9999"
"04.04.2015 20:15 - 04.04.2015 20:30","10569","10011"
"04.04.2015 20:30 - 04.04.2015 20:45","10546","10067"
"04.04.2015 20:45 - 04.04.2015 21:00","10399","10138"
"04.04.2015 21:00 - 04.04.2015 21:15","10780","10147"
"04.04.2015 21:15 - 04.04.2015 21:30","10630","10055"
"04.04.2015 21:30 - 04.04.2015 21:45","10513","9980"
"04.04.2015 21:45 - 04.04.2015 22:00","10383","9873"
"04.04.2015 22:00 - 04.04.2015 22:15","10069","9852"
"04.04.2015 22:15 - 04.04.2015 22:30","9981","10040"
"04.04.2015 22:30 - 04.04.2015 22:45","9845","10125"
"04.04.2015 22:45 - 04.04.2015 23:00","9772","10136"
"04.04.2015 23:00 - 04.04.2015 23:15","9828","10217"
"04.04.2015 23:15 - 04.04.2015 23:30","10044","10202"
"04.04.2015 23:30 - 04.04.2015 23:45","10073","10024"
"04.04.2015 23:45 - 05.04.2015 00:00","10080","9964"
"05.04.2015 00:00 - 05.04.2015 00:15","9386","9843"
"05.04.2015 00:15 - 05.04.2015 00:30","9254","9677"
"05.04.2015 00:30 - 05.04.2015 00:45","9118","9565"
"05.04.2015 00:45 - 05.04.2015 01:00","9024","9483"
"05.04.2015 01:00 - 05.04.2015 01:15","8905","9370"
"05.04.2015 01:15 - 05.04.2015 01:30","8718","9169"
"05.04.2015 01:30 - 05.04.2015 01:45","8615","9057"
"05.04.2015 01:45 - 05.04.2015 02:00","8509","8956"
"05.04.2015 02:00 - 05.04.2015 02:15","8554","8848"
"05.04.2015 02:15 - 05.04.2015 02:30","8406","8846"
"05.04.2015 02:30 - 05.04.2015 02:45","8281","8719"
"05.04.2015 02:45 - 05.04.2015 03:00","8190","8689"
"05.04.2015 03:00 - 05.04.2015 03:15","8373","8691"
"05.04.2015 03:15 - 05.04.2015 03:30","8310","8658"
"05.04.2015 03:30 - 05.04.2015 03:45","8236","8670"
"05.04.2015 03:45 - 05.04.2015 04:00","8203","8560"
"05.04.2015 04:00 - 05.04.2015 04:15","8292","8577"
"05.04.2015 04:15 - 05.04.2015 04:30","8234","8579"
"05.04.2015 04:30 - 05.04.2015 04:45","8273","8587"
"05.04.2015 04:45 - 05.04.2015 05:00","8219","8514"
"05.04.2015 05:00 - 05.04.2015 05:15","8535","8603"
"05.04.2015 05:15 - 05.04.2015 05:30","8550","8573"
"05.04.2015 05:30 - 05.04.2015 05:45","8580","8601"
"05.04.2015 05:45 - 05.04.2015 06:00","8550","8675"
"05.04.2015 06:00 - 05.04.2015 06:15","8551","8666"
"05.04.2015 06:15 - 05.04.2015 06:30","8542","8721"
"05.04.2015 06:30 - 05.04.2015 06:45","8536","8779"
"05.04.2015 06:45 - 05.04.2015 07:00","8594","8656"
"05.04.2015 07:00 - 05.04.2015 07:15","8609","8542"
"05.04.2015 07:15 - 05.04.2015 07:30","8676","8557"
"05.04.2015 07:30 - 05.04.2015 07:45","8740","8683"
"05.04.2015 07:45 - 05.04.2015 08:00","8793","8757"
"05.04.2015 08:00 - 05.04.2015 08:15","9182","8785"
"05.04.2015 08:15 - 05.04.2015 08:30","9249","8923"
"05.04.2015 08:30 - 05.04.2015 08:45","9324","9102"
"05.04.2015 08:45 - 05.04.2015 09:00","9474","9229"
"05.04.2015 09:00 - 05.04.2015 09:15","9486","9412"
"05.04.2015 09:15 - 05.04.2015 09:30","9674","9468"
"05.04.2015 09:30 - 05.04.2015 09:45","9815","9547"
"05.04.2015 09:45 - 05.04.2015 10:00","9960","9592"
"05.04.2015 10:00 - 05.04.2015 10:15","9978","9538"
"05.04.2015 10:15 - 05.04.2015 10:30","10085","9644"
"05.04.2015 10:30 - 05.04.2015 10:45","10259","9661"
"05.04.2015 10:45 - 05.04.2015 11:00","10318","9720"
"05.04.2015 11:00 - 05.04.2015 11:15","10294","9627"
"05.04.2015 11:15 - 05.04.2015 11:30","10350","9754"
"05.04.2015 11:30 - 05.04.2015 11:45","10289","9805"
"05.04.2015 11:45 - 05.04.2015 12:00","10308","9859"
"05.04.2015 12:00 - 05.04.2015 12:15","10179","9769"
"05.04.2015 12:15 - 05.04.2015 12:30","10204","9712"
"05.04.2015 12:30 - 05.04.2015 12:45","10233","9632"
"05.04.2015 12:45 - 05.04.2015 13:00","10276","9616"
"05.04.2015 13:00 - 05.04.2015 13:15","9996","9442"
"05.04.2015 13:15 - 05.04.2015 13:30","9943","9465"
"05.04.2015 13:30 - 05.04.2015 13:45","9900","9413"
"05.04.2015 13:45 - 05.04.2015 14:00","9812","9275"
"05.04.2015 14:00 - 05.04.2015 14:15","9779","9206"
"05.04.2015 14:15 - 05.04.2015 14:30","9702","9062"
"05.04.2015 14:30 - 05.04.2015 14:45","9589","9036"
"05.04.2015 14:45 - 05.04.2015 15:00","9483","8894"
"05.04.2015 15:00 - 05.04.2015 15:15","9522","8903"
"05.04.2015 15:15 - 05.04.2015 15:30","9456","8870"
"05.04.2015 15:30 - 05.04.2015 15:45","9407","8816"
"05.04.2015 15:45 - 05.04.2015 16:00","9330","8736"
"05.04.2015 16:00 - 05.04.2015 16:15","9438","8801"
"05.04.2015 16:15 - 05.04.2015 16:30","9410","8726"
"05.04.2015 16:30 - 05.04.2015 16:45","9384","8762"
"05.04.2015 16:45 - 05.04.2015 17:00","9352","8740"
"05.04.2015 17:00 - 05.04.2015 17:15","9481","8709"
"05.04.2015 17:15 - 05.04.2015 17:30","9493","8738"
"05.04.2015 17:30 - 05.04.2015 17:45","9431","8722"
"05.04.2015 17:45 - 05.04.2015 18:00","9474","8750"
"05.04.2015 18:00 - 05.04.2015 18:15","9515","8925"
"05.04.2015 18:15 - 05.04.2015 18:30","9629","8952"
"05.04.2015 18:30 - 05.04.2015 18:45","9758","8979"
"05.04.2015 18:45 - 05.04.2015 19:00","9858","8963"
"05.04.2015 19:00 - 05.04.2015 19:15","9790","8984"
"05.04.2015 19:15 - 05.04.2015 19:30","9908","9052"
"05.04.2015 19:30 - 05.04.2015 19:45","9998","9056"
"05.04.2015 19:45 - 05.04.2015 20:00","10163","9117"
"05.04.2015 20:00 - 05.04.2015 20:15","10189","9233"
"05.04.2015 20:15 - 05.04.2015 20:30","10275","9272"
"05.04.2015 20:30 - 05.04.2015 20:45","10243","9398"
"05.04.2015 20:45 - 05.04.2015 21:00","10199","9640"
"05.04.2015 21:00 - 05.04.2015 21:15","10424","9642"
"05.04.2015 21:15 - 05.04.2015 21:30","10330","9614"
"05.04.2015 21:30 - 05.04.2015 21:45","10295","9609"
"05.04.2015 21:45 - 05.04.2015 22:00","10207","9567"
"05.04.2015 22:00 - 05.04.2015 22:15","10113","9635"
"05.04.2015 22:15 - 05.04.2015 22:30","10029","9741"
"05.04.2015 22:30 - 05.04.2015 22:45","9882","9825"
"05.04.2015 22:45 - 05.04.2015 23:00","9794","9777"
"05.04.2015 23:00 - 05.04.2015 23:15","9874","9895"
"05.04.2015 23:15 - 05.04.2015 23:30","9933","9806"
"05.04.2015 23:30 - 05.04.2015 23:45","9950","9678"
"05.04.2015 23:45 - 06.04.2015 00:00","9895","9534"
"06.04.2015 00:00 - 06.04.2015 00:15","9313","9340"
"06.04.2015 00:15 - 06.04.2015 00:30","9198","9251"
"06.04.2015 00:30 - 06.04.2015 00:45","9091","9142"
"06.04.2015 00:45 - 06.04.2015 01:00","9002","9096"
"06.04.2015 01:00 - 06.04.2015 01:15","8684","8955"
"06.04.2015 01:15 - 06.04.2015 01:30","8554","8891"
"06.04.2015 01:30 - 06.04.2015 01:45","8508","8790"
"06.04.2015 01:45 - 06.04.2015 02:00","8366","8682"
"06.04.2015 02:00 - 06.04.2015 02:15","8361","8631"
"06.04.2015 02:15 - 06.04.2015 02:30","8272","8585"
"06.04.2015 02:30 - 06.04.2015 02:45","8152","8578"
"06.04.2015 02:45 - 06.04.2015 03:00","8098","8448"
"06.04.2015 03:00 - 06.04.2015 03:15","8066","8439"
"06.04.2015 03:15 - 06.04.2015 03:30","8038","8410"
"06.04.2015 03:30 - 06.04.2015 03:45","7984","8441"
"06.04.2015 03:45 - 06.04.2015 04:00","7927","8371"
"06.04.2015 04:00 - 06.04.2015 04:15","7876","8415"
"06.04.2015 04:15 - 06.04.2015 04:30","7847","8442"
"06.04.2015 04:30 - 06.04.2015 04:45","7824","8483"
"06.04.2015 04:45 - 06.04.2015 05:00","7837","8370"
"06.04.2015 05:00 - 06.04.2015 05:15","7842","8459"
"06.04.2015 05:15 - 06.04.2015 05:30","7874","8501"
"06.04.2015 05:30 - 06.04.2015 05:45","7878","8538"
"06.04.2015 05:45 - 06.04.2015 06:00","7936","8537"
"06.04.2015 06:00 - 06.04.2015 06:15","7981","8677"
"06.04.2015 06:15 - 06.04.2015 06:30","8034","8782"
"06.04.2015 06:30 - 06.04.2015 06:45","8047","8831"
"06.04.2015 06:45 - 06.04.2015 07:00","7989","8807"
"06.04.2015 07:00 - 06.04.2015 07:15","7952","8641"
"06.04.2015 07:15 - 06.04.2015 07:30","7917","8563"
"06.04.2015 07:30 - 06.04.2015 07:45","7973","8697"
"06.04.2015 07:45 - 06.04.2015 08:00","8059","8799"
"06.04.2015 08:00 - 06.04.2015 08:15","8145","8801"
"06.04.2015 08:15 - 06.04.2015 08:30","8238","8991"
"06.04.2015 08:30 - 06.04.2015 08:45","8325","9000"
"06.04.2015 08:45 - 06.04.2015 09:00","8456","9234"
"06.04.2015 09:00 - 06.04.2015 09:15","8623","9302"
"06.04.2015 09:15 - 06.04.2015 09:30","8787","9519"
"06.04.2015 09:30 - 06.04.2015 09:45","8931","9629"
"06.04.2015 09:45 - 06.04.2015 10:00","9156","9705"
"06.04.2015 10:00 - 06.04.2015 10:15","9372","9785"
"06.04.2015 10:15 - 06.04.2015 10:30","9600","9840"
"06.04.2015 10:30 - 06.04.2015 10:45","9707","9943"
"06.04.2015 10:45 - 06.04.2015 11:00","9990","9951"
"06.04.2015 11:00 - 06.04.2015 11:15","10236","10018"
"06.04.2015 11:15 - 06.04.2015 11:30","10444","10103"
"06.04.2015 11:30 - 06.04.2015 11:45","10449","10143"
"06.04.2015 11:45 - 06.04.2015 12:00","10422","10211"
"06.04.2015 12:00 - 06.04.2015 12:15","10424","10277"
"06.04.2015 12:15 - 06.04.2015 12:30","10429","10251"
"06.04.2015 12:30 - 06.04.2015 12:45","10462","10182"
"06.04.2015 12:45 - 06.04.2015 13:00","10382","10013"
"06.04.2015 13:00 - 06.04.2015 13:15","10274","10050"
"06.04.2015 13:15 - 06.04.2015 13:30","10136","10051"
"06.04.2015 13:30 - 06.04.2015 13:45","10074","9986"
"06.04.2015 13:45 - 06.04.2015 14:00","10094","9885"
"06.04.2015 14:00 - 06.04.2015 14:15","10102","9803"
"06.04.2015 14:15 - 06.04.2015 14:30","10101","9657"
"06.04.2015 14:30 - 06.04.2015 14:45","9998","9641"
"06.04.2015 14:45 - 06.04.2015 15:00","9898","9530"
"06.04.2015 15:00 - 06.04.2015 15:15","9815","9518"
"06.04.2015 15:15 - 06.04.2015 15:30","9752","9493"
"06.04.2015 15:30 - 06.04.2015 15:45","9686","9421"
"06.04.2015 15:45 - 06.04.2015 16:00","9620","9374"
"06.04.2015 16:00 - 06.04.2015 16:15","9561","9316"
"06.04.2015 16:15 - 06.04.2015 16:30","9520","9378"
"06.04.2015 16:30 - 06.04.2015 16:45","9491","9299"
"06.04.2015 16:45 - 06.04.2015 17:00","9511","9276"
"06.04.2015 17:00 - 06.04.2015 17:15","9544","9281"
"06.04.2015 17:15 - 06.04.2015 17:30","9566","9357"
"06.04.2015 17:30 - 06.04.2015 17:45","9564","9448"
"06.04.2015 17:45 - 06.04.2015 18:00","9554","9520"
"06.04.2015 18:00 - 06.04.2015 18:15","9604","9551"
"06.04.2015 18:15 - 06.04.2015 18:30","9682","9657"
"06.04.2015 18:30 - 06.04.2015 18:45","9797","9605"
"06.04.2015 18:45 - 06.04.2015 19:00","9854","9599"
"06.04.2015 19:00 - 06.04.2015 19:15","9908","9573"
"06.04.2015 19:15 - 06.04.2015 19:30","9958","9563"
"06.04.2015 19:30 - 06.04.2015 19:45","10083","9632"
"06.04.2015 19:45 - 06.04.2015 20:00","10164","9649"
"06.04.2015 20:00 - 06.04.2015 20:15","10242","9684"
"06.04.2015 20:15 - 06.04.2015 20:30","10255","9705"
"06.04.2015 20:30 - 06.04.2015 20:45","10258","9864"
"06.04.2015 20:45 - 06.04.2015 21:00","10346","10029"
"06.04.2015 21:00 - 06.04.2015 21:15","10412","9978"
"06.04.2015 21:15 - 06.04.2015 21:30","10482","10032"
"06.04.2015 21:30 - 06.04.2015 21:45","10408","9977"
"06.04.2015 21:45 - 06.04.2015 22:00","10455","9973"
"06.04.2015 22:00 - 06.04.2015 22:15","10485","10199"
"06.04.2015 22:15 - 06.04.2015 22:30","10492","10266"
"06.04.2015 22:30 - 06.04.2015 22:45","10381","10385"
"06.04.2015 22:45 - 06.04.2015 23:00","10261","10394"
"06.04.2015 23:00 - 06.04.2015 23:15","10212","10602"
"06.04.2015 23:15 - 06.04.2015 23:30","10201","10416"
"06.04.2015 23:30 - 06.04.2015 23:45","10208","10181"
"06.04.2015 23:45 - 07.04.2015 00:00","10052","9978"
"07.04.2015 00:00 - 07.04.2015 00:15","9838","9866"
"07.04.2015 00:15 - 07.04.2015 00:30","9632","9832"
"07.04.2015 00:30 - 07.04.2015 00:45","9528","9659"
"07.04.2015 00:45 - 07.04.2015 01:00","9490","9529"
"07.04.2015 01:00 - 07.04.2015 01:15","9447","9418"
"07.04.2015 01:15 - 07.04.2015 01:30","9411","9197"
"07.04.2015 01:30 - 07.04.2015 01:45","9299","9192"
"07.04.2015 01:45 - 07.04.2015 02:00","9229","9058"
"07.04.2015 02:00 - 07.04.2015 02:15","8945","8956"
"07.04.2015 02:15 - 07.04.2015 02:30","8852","8900"
"07.04.2015 02:30 - 07.04.2015 02:45","8800","8837"
"07.04.2015 02:45 - 07.04.2015 03:00","8704","8791"
"07.04.2015 03:00 - 07.04.2015 03:15","8660","8806"
"07.04.2015 03:15 - 07.04.2015 03:30","8638","8766"
"07.04.2015 03:30 - 07.04.2015 03:45","8602","8755"
"07.04.2015 03:45 - 07.04.2015 04:00","8611","8781"
"07.04.2015 04:00 - 07.04.2015 04:15","8472","8826"
"07.04.2015 04:15 - 07.04.2015 04:30","8454","8853"
"07.04.2015 04:30 - 07.04.2015 04:45","8474","8892"
"07.04.2015 04:45 - 07.04.2015 05:00","8546","9065"
"07.04.2015 05:00 - 07.04.2015 05:15","8460","9233"
"07.04.2015 05:15 - 07.04.2015 05:30","8537","9289"
"07.04.2015 05:30 - 07.04.2015 05:45","8612","9502"
"07.04.2015 05:45 - 07.04.2015 06:00","8723","9725"
"07.04.2015 06:00 - 07.04.2015 06:15","8589","10104"
"07.04.2015 06:15 - 07.04.2015 06:30","8780","10410"
"07.04.2015 06:30 - 07.04.2015 06:45","8972","10546"
"07.04.2015 06:45 - 07.04.2015 07:00","9175","10633"
"07.04.2015 07:00 - 07.04.2015 07:15","8746","10669"
"07.04.2015 07:15 - 07.04.2015 07:30","8862","10791"
"07.04.2015 07:30 - 07.04.2015 07:45","8944","10962"
"07.04.2015 07:45 - 07.04.2015 08:00","9042","11108"
"07.04.2015 08:00 - 07.04.2015 08:15","11800","11251"
"07.04.2015 08:15 - 07.04.2015 08:30","11918","11409"
"07.04.2015 08:30 - 07.04.2015 08:45","12043","11539"
"07.04.2015 08:45 - 07.04.2015 09:00","12120","11584"
"07.04.2015 09:00 - 07.04.2015 09:15","12113","11688"
"07.04.2015 09:15 - 07.04.2015 09:30","12176","11716"
"07.04.2015 09:30 - 07.04.2015 09:45","12231","11676"
"07.04.2015 09:45 - 07.04.2015 10:00","12272","11726"
"07.04.2015 10:00 - 07.04.2015 10:15","12032","11751"
"07.04.2015 10:15 - 07.04.2015 10:30","11998","11731"
"07.04.2015 10:30 - 07.04.2015 10:45","12032","11727"
"07.04.2015 10:45 - 07.04.2015 11:00","12026","11686"
"07.04.2015 11:00 - 07.04.2015 11:15","11830","11673"
"07.04.2015 11:15 - 07.04.2015 11:30","11823","11674"
"07.04.2015 11:30 - 07.04.2015 11:45","11858","11697"
"07.04.2015 11:45 - 07.04.2015 12:00","11871","11675"
"07.04.2015 12:00 - 07.04.2015 12:15","11796","11575"
"07.04.2015 12:15 - 07.04.2015 12:30","11751","11424"
"07.04.2015 12:30 - 07.04.2015 12:45","11780","11469"
"07.04.2015 12:45 - 07.04.2015 13:00","11790","11435"
"07.04.2015 13:00 - 07.04.2015 13:15","11705","11409"
"07.04.2015 13:15 - 07.04.2015 13:30","11620","11341"
"07.04.2015 13:30 - 07.04.2015 13:45","11597","11252"
"07.04.2015 13:45 - 07.04.2015 14:00","11534","11215"
"07.04.2015 14:00 - 07.04.2015 14:15","11537","11218"
