"Time (CET)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"05.01.2015 11:15 - 05.01.2015 11:30","14902","18703"
"05.01.2015 11:30 - 05.01.2015 11:45","14894","18828"
"05.01.2015 11:45 - 05.01.2015 12:00","14909","18742"
"05.01.2015 12:00 - 05.01.2015 12:15","14879","17962"
"05.01.2015 12:15 - 05.01.2015 12:30","14799","17459"
"05.01.2015 12:30 - 05.01.2015 12:45","14698","17408"
"05.01.2015 12:45 - 05.01.2015 13:00","14673","17485"
"05.01.2015 13:00 - 05.01.2015 13:15","14750","18181"
"05.01.2015 13:15 - 05.01.2015 13:30","14771","18842"
"05.01.2015 13:30 - 05.01.2015 13:45","14754","18885"
"05.01.2015 13:45 - 05.01.2015 14:00","14723","18959"
"05.01.2015 14:00 - 05.01.2015 14:15","14677","19002"
"05.01.2015 14:15 - 05.01.2015 14:30","14630","19015"
"05.01.2015 14:30 - 05.01.2015 14:45","14592","18908"
"05.01.2015 14:45 - 05.01.2015 15:00","14577","18875"
"05.01.2015 15:00 - 05.01.2015 15:15","14538","18824"
"05.01.2015 15:15 - 05.01.2015 15:30","14543","18757"
"05.01.2015 15:30 - 05.01.2015 15:45","14602","18814"
"05.01.2015 15:45 - 05.01.2015 16:00","14676","18911"
"05.01.2015 16:00 - 05.01.2015 16:15","14730","18909"
"05.01.2015 16:15 - 05.01.2015 16:30","14955","18866"
"05.01.2015 16:30 - 05.01.2015 16:45","15261","19020"
"05.01.2015 16:45 - 05.01.2015 17:00","15688","19191"
"05.01.2015 17:00 - 05.01.2015 17:15","15911","19323"
"05.01.2015 17:15 - 05.01.2015 17:30","16085","19264"
"05.01.2015 17:30 - 05.01.2015 17:45","16100","19313"
"05.01.2015 17:45 - 05.01.2015 18:00","15991","19188"
"05.01.2015 18:00 - 05.01.2015 18:15","15627","18899"
"05.01.2015 18:15 - 05.01.2015 18:30","15363","18436"
"05.01.2015 18:30 - 05.01.2015 18:45","15220","18109"
"05.01.2015 18:45 - 05.01.2015 19:00","15133","17921"
"05.01.2015 19:00 - 05.01.2015 19:15","14979","17796"
"05.01.2015 19:15 - 05.01.2015 19:30","14846","17628"
"05.01.2015 19:30 - 05.01.2015 19:45","14654","17501"
"05.01.2015 19:45 - 05.01.2015 20:00","14544","17349"
"05.01.2015 20:00 - 05.01.2015 20:15","14294","17223"
"05.01.2015 20:15 - 05.01.2015 20:30","14037","17083"
"05.01.2015 20:30 - 05.01.2015 20:45","13778","16799"
"05.01.2015 20:45 - 05.01.2015 21:00","13568","16432"
"05.01.2015 21:00 - 05.01.2015 21:15","13336","16216"
"05.01.2015 21:15 - 05.01.2015 21:30","13096","16113"
"05.01.2015 21:30 - 05.01.2015 21:45","12842","15889"
"05.01.2015 21:45 - 05.01.2015 22:00","12631","15586"
"05.01.2015 22:00 - 05.01.2015 22:15","12331","15275"
"05.01.2015 22:15 - 05.01.2015 22:30","12037","14974"
"05.01.2015 22:30 - 05.01.2015 22:45","11732","14495"
"05.01.2015 22:45 - 05.01.2015 23:00","11443","14045"
"05.01.2015 23:00 - 05.01.2015 23:15","11242","13921"
"05.01.2015 23:15 - 05.01.2015 23:30","10988","13897"
"05.01.2015 23:30 - 05.01.2015 23:45","10655","13663"
"05.01.2015 23:45 - 06.01.2015 00:00","10362","13352"
"06.01.2015 00:00 - 06.01.2015 00:15","10097","13141"
"06.01.2015 00:15 - 06.01.2015 00:30","9873","12957"
"06.01.2015 00:30 - 06.01.2015 00:45","9635","12627"
"06.01.2015 00:45 - 06.01.2015 01:00","9423","12363"
"06.01.2015 01:00 - 06.01.2015 01:15","9244","12277"
"06.01.2015 01:15 - 06.01.2015 01:30","9097","12189"
"06.01.2015 01:30 - 06.01.2015 01:45","8965","12026"
"06.01.2015 01:45 - 06.01.2015 02:00","8858","11837"
"06.01.2015 02:00 - 06.01.2015 02:15","8784","11805"
"06.01.2015 02:15 - 06.01.2015 02:30","8718","11770"
"06.01.2015 02:30 - 06.01.2015 02:45","8660","11711"
"06.01.2015 02:45 - 06.01.2015 03:00","8609","11707"
"06.01.2015 03:00 - 06.01.2015 03:15","8582","11708"
"06.01.2015 03:15 - 06.01.2015 03:30","8548","11704"
"06.01.2015 03:30 - 06.01.2015 03:45","8528","11631"
"06.01.2015 03:45 - 06.01.2015 04:00","8510","11536"
"06.01.2015 04:00 - 06.01.2015 04:15","8538","11611"
"06.01.2015 04:15 - 06.01.2015 04:30","8561","11647"
"06.01.2015 04:30 - 06.01.2015 04:45","8597","11756"
"06.01.2015 04:45 - 06.01.2015 05:00","8663","11823"
"06.01.2015 05:00 - 06.01.2015 05:15","8787","11864"
"06.01.2015 05:15 - 06.01.2015 05:30","8913","11934"
"06.01.2015 05:30 - 06.01.2015 05:45","9088","12102"
"06.01.2015 05:45 - 06.01.2015 06:00","9305","12340"
"06.01.2015 06:00 - 06.01.2015 06:15","9702","12666"
"06.01.2015 06:15 - 06.01.2015 06:30","10062","13113"
"06.01.2015 06:30 - 06.01.2015 06:45","10414","13700"
"06.01.2015 06:45 - 06.01.2015 07:00","10847","14223"
"06.01.2015 07:00 - 06.01.2015 07:15","11425","14755"
"06.01.2015 07:15 - 06.01.2015 07:30","11939","15646"
"06.01.2015 07:30 - 06.01.2015 07:45","12463","16509"
"06.01.2015 07:45 - 06.01.2015 08:00","12935","17078"
"06.01.2015 08:00 - 06.01.2015 08:15","13421","17596"
"06.01.2015 08:15 - 06.01.2015 08:30","13762","18036"
"06.01.2015 08:30 - 06.01.2015 08:45","13937","18342"
"06.01.2015 08:45 - 06.01.2015 09:00","14102","18406"
"06.01.2015 09:00 - 06.01.2015 09:15","14263","18540"
"06.01.2015 09:15 - 06.01.2015 09:30","14431","18560"
"06.01.2015 09:30 - 06.01.2015 09:45","14521","18599"
"06.01.2015 09:45 - 06.01.2015 10:00","14574","18641"
"06.01.2015 10:00 - 06.01.2015 10:15","14631","18684"
"06.01.2015 10:15 - 06.01.2015 10:30","14647","18713"
"06.01.2015 10:30 - 06.01.2015 10:45","14671","18626"
"06.01.2015 10:45 - 06.01.2015 11:00","14689","18466"
"06.01.2015 11:00 - 06.01.2015 11:15","14692","18378"
"06.01.2015 11:15 - 06.01.2015 11:30","14670","18380"
"06.01.2015 11:30 - 06.01.2015 11:45","14651","18382"
"06.01.2015 11:45 - 06.01.2015 12:00","14654","18409"
"06.01.2015 12:00 - 06.01.2015 12:15","14598","18426"
"06.01.2015 12:15 - 06.01.2015 12:30","14520","18311"
"06.01.2015 12:30 - 06.01.2015 12:45","14423","18225"
"06.01.2015 12:45 - 06.01.2015 13:00","14383","18284"
"06.01.2015 13:00 - 06.01.2015 13:15","14440","18270"
"06.01.2015 13:15 - 06.01.2015 13:30","14496","18347"
"06.01.2015 13:30 - 06.01.2015 13:45","14489","18164"
"06.01.2015 13:45 - 06.01.2015 14:00","14486","17987"
"06.01.2015 14:00 - 06.01.2015 14:15","14455","18499"
"06.01.2015 14:15 - 06.01.2015 14:30","14453","18569"
"06.01.2015 14:30 - 06.01.2015 14:45","14402","18553"
"06.01.2015 14:45 - 06.01.2015 15:00","14400","18485"
"06.01.2015 15:00 - 06.01.2015 15:15","14349","18473"
"06.01.2015 15:15 - 06.01.2015 15:30","14358","18477"
"06.01.2015 15:30 - 06.01.2015 15:45","14406","18589"
"06.01.2015 15:45 - 06.01.2015 16:00","14472","18650"
"06.01.2015 16:00 - 06.01.2015 16:15","14518","18600"
"06.01.2015 16:15 - 06.01.2015 16:30","14673","18543"
"06.01.2015 16:30 - 06.01.2015 16:45","14933","18742"
"06.01.2015 16:45 - 06.01.2015 17:00","15413","18882"
"06.01.2015 17:00 - 06.01.2015 17:15","15677","19073"
"06.01.2015 17:15 - 06.01.2015 17:30","15899","19280"
"06.01.2015 17:30 - 06.01.2015 17:45","15944","19404"
"06.01.2015 17:45 - 06.01.2015 18:00","15860","19308"
"06.01.2015 18:00 - 06.01.2015 18:15","15525","18958"
"06.01.2015 18:15 - 06.01.2015 18:30","15287","18334"
"06.01.2015 18:30 - 06.01.2015 18:45","15149","17846"
"06.01.2015 18:45 - 06.01.2015 19:00","15069","17633"
"06.01.2015 19:00 - 06.01.2015 19:15","14906","17632"
"06.01.2015 19:15 - 06.01.2015 19:30","14784","17608"
"06.01.2015 19:30 - 06.01.2015 19:45","14625","17483"
"06.01.2015 19:45 - 06.01.2015 20:00","14525","17278"
"06.01.2015 20:00 - 06.01.2015 20:15","14267","17020"
"06.01.2015 20:15 - 06.01.2015 20:30","14030","16674"
"06.01.2015 20:30 - 06.01.2015 20:45","13812","16164"
"06.01.2015 20:45 - 06.01.2015 21:00","13609","15790"
"06.01.2015 21:00 - 06.01.2015 21:15","13329","15542"
"06.01.2015 21:15 - 06.01.2015 21:30","13110","15358"
"06.01.2015 21:30 - 06.01.2015 21:45","12850","15055"
"06.01.2015 21:45 - 06.01.2015 22:00","12639","14722"
"06.01.2015 22:00 - 06.01.2015 22:15","12319","14486"
"06.01.2015 22:15 - 06.01.2015 22:30","12056","14204"
"06.01.2015 22:30 - 06.01.2015 22:45","11761","13868"
"06.01.2015 22:45 - 06.01.2015 23:00","11490","13492"
"06.01.2015 23:00 - 06.01.2015 23:15","11260","13303"
"06.01.2015 23:15 - 06.01.2015 23:30","11009","13314"
"06.01.2015 23:30 - 06.01.2015 23:45","10709","13117"
"06.01.2015 23:45 - 07.01.2015 00:00","10412","12825"
"07.01.2015 00:00 - 07.01.2015 00:15","10095","9905"
"07.01.2015 00:15 - 07.01.2015 00:30","9869","9688"
"07.01.2015 00:30 - 07.01.2015 00:45","9642","9493"
"07.01.2015 00:45 - 07.01.2015 01:00","9405","9300"
"07.01.2015 01:00 - 07.01.2015 01:15","9204","9109"
"07.01.2015 01:15 - 07.01.2015 01:30","9042","8983"
"07.01.2015 01:30 - 07.01.2015 01:45","8892","8869"
"07.01.2015 01:45 - 07.01.2015 02:00","8772","8771"
"07.01.2015 02:00 - 07.01.2015 02:15","8698","8695"
"07.01.2015 02:15 - 07.01.2015 02:30","8626","8638"
"07.01.2015 02:30 - 07.01.2015 02:45","8565","8603"
"07.01.2015 02:45 - 07.01.2015 03:00","8500","8565"
"07.01.2015 03:00 - 07.01.2015 03:15","8475","8538"
"07.01.2015 03:15 - 07.01.2015 03:30","8442","8528"
"07.01.2015 03:30 - 07.01.2015 03:45","8424","8516"
"07.01.2015 03:45 - 07.01.2015 04:00","8407","8513"
"07.01.2015 04:00 - 07.01.2015 04:15","8431","8563"
"07.01.2015 04:15 - 07.01.2015 04:30","8445","8574"
"07.01.2015 04:30 - 07.01.2015 04:45","8486","8620"
"07.01.2015 04:45 - 07.01.2015 05:00","8545","8689"
"07.01.2015 05:00 - 07.01.2015 05:15","8667","8830"
"07.01.2015 05:15 - 07.01.2015 05:30","8781","8949"
"07.01.2015 05:30 - 07.01.2015 05:45","8956","9173"
"07.01.2015 05:45 - 07.01.2015 06:00","9165","9442"
"07.01.2015 06:00 - 07.01.2015 06:15","9543","9916"
"07.01.2015 06:15 - 07.01.2015 06:30","9870","10350"
"07.01.2015 06:30 - 07.01.2015 06:45","10215","10819"
"07.01.2015 06:45 - 07.01.2015 07:00","10605","11325"
"07.01.2015 07:00 - 07.01.2015 07:15","11165","12080"
"07.01.2015 07:15 - 07.01.2015 07:30","11668","12756"
"07.01.2015 07:30 - 07.01.2015 07:45","12178","13449"
"07.01.2015 07:45 - 07.01.2015 08:00","12641","14017"
"07.01.2015 08:00 - 07.01.2015 08:15","13109","14529"
"07.01.2015 08:15 - 07.01.2015 08:30","13457","14718"
"07.01.2015 08:30 - 07.01.2015 08:45","13696","14769"
"07.01.2015 08:45 - 07.01.2015 09:00","13878","14881"
"07.01.2015 09:00 - 07.01.2015 09:15","14100","14985"
"07.01.2015 09:15 - 07.01.2015 09:30","14290","15039"
"07.01.2015 09:30 - 07.01.2015 09:45","14413","15009"
"07.01.2015 09:45 - 07.01.2015 10:00","14525","15018"
"07.01.2015 10:00 - 07.01.2015 10:15","14583","14989"
"07.01.2015 10:15 - 07.01.2015 10:30","14617","14962"
"07.01.2015 10:30 - 07.01.2015 10:45","14657","14969"
"07.01.2015 10:45 - 07.01.2015 11:00","14684","14933"
"07.01.2015 11:00 - 07.01.2015 11:15","14683","14903"
"07.01.2015 11:15 - 07.01.2015 11:30","14689","14825"
"07.01.2015 11:30 - 07.01.2015 11:45","14657","14783"
"07.01.2015 11:45 - 07.01.2015 12:00","14631","14739"
"07.01.2015 12:00 - 07.01.2015 12:15","14560","14600"
"07.01.2015 12:15 - 07.01.2015 12:30","14458","14491"
"07.01.2015 12:30 - 07.01.2015 12:45","14362","14434"
"07.01.2015 12:45 - 07.01.2015 13:00","14297","14394"
"07.01.2015 13:00 - 07.01.2015 13:15","14296","14471"
"07.01.2015 13:15 - 07.01.2015 13:30","14284","14538"
"07.01.2015 13:30 - 07.01.2015 13:45","14253","14587"
"07.01.2015 13:45 - 07.01.2015 14:00","14213","14594"
"07.01.2015 14:00 - 07.01.2015 14:15","14138","14613"
"07.01.2015 14:15 - 07.01.2015 14:30","14093","14629"
"07.01.2015 14:30 - 07.01.2015 14:45","14036","14620"
"07.01.2015 14:45 - 07.01.2015 15:00","14003","14634"
"07.01.2015 15:00 - 07.01.2015 15:15","13908","14612"
"07.01.2015 15:15 - 07.01.2015 15:30","13865","14664"
"07.01.2015 15:30 - 07.01.2015 15:45","13850","14731"
"07.01.2015 15:45 - 07.01.2015 16:00","13857","14782"
"07.01.2015 16:00 - 07.01.2015 16:15","13829","14786"
"07.01.2015 16:15 - 07.01.2015 16:30","13926","14890"
"07.01.2015 16:30 - 07.01.2015 16:45","14178","15147"
"07.01.2015 16:45 - 07.01.2015 17:00","14585","15603"
"07.01.2015 17:00 - 07.01.2015 17:15","14777","15969"
"07.01.2015 17:15 - 07.01.2015 17:30","14869","16247"
"07.01.2015 17:30 - 07.01.2015 17:45","14866","16293"
"07.01.2015 17:45 - 07.01.2015 18:00","14770","16145"
"07.01.2015 18:00 - 07.01.2015 18:15","14456","15688"
"07.01.2015 18:15 - 07.01.2015 18:30","14241","15387"
"07.01.2015 18:30 - 07.01.2015 18:45","14059","15235"
"07.01.2015 18:45 - 07.01.2015 19:00","13917","15183"
"07.01.2015 19:00 - 07.01.2015 19:15","13723","15022"
"07.01.2015 19:15 - 07.01.2015 19:30","13541","14852"
"07.01.2015 19:30 - 07.01.2015 19:45","13350","14639"
"07.01.2015 19:45 - 07.01.2015 20:00","13221","14543"
"07.01.2015 20:00 - 07.01.2015 20:15","12954","14244"
"07.01.2015 20:15 - 07.01.2015 20:30","12740","13963"
"07.01.2015 20:30 - 07.01.2015 20:45","12511","13708"
"07.01.2015 20:45 - 07.01.2015 21:00","12273","13505"
"07.01.2015 21:00 - 07.01.2015 21:15","12069","13236"
"07.01.2015 21:15 - 07.01.2015 21:30","11911","13037"
"07.01.2015 21:30 - 07.01.2015 21:45","11716","12741"
"07.01.2015 21:45 - 07.01.2015 22:00","11542","12462"
"07.01.2015 22:00 - 07.01.2015 22:15","11318","12102"
"07.01.2015 22:15 - 07.01.2015 22:30","11128","11855"
"07.01.2015 22:30 - 07.01.2015 22:45","10945","11533"
"07.01.2015 22:45 - 07.01.2015 23:00","10763","11243"
"07.01.2015 23:00 - 07.01.2015 23:15","10676","11065"
"07.01.2015 23:15 - 07.01.2015 23:30","10521","10805"
"07.01.2015 23:30 - 07.01.2015 23:45","10300","10519"
"07.01.2015 23:45 - 08.01.2015 00:00","10106","10248"
"08.01.2015 00:00 - 08.01.2015 00:15","9844","10324"
"08.01.2015 00:15 - 08.01.2015 00:30","9694","10094"
"08.01.2015 00:30 - 08.01.2015 00:45","9523","9872"
"08.01.2015 00:45 - 08.01.2015 01:00","9354","9684"
"08.01.2015 01:00 - 08.01.2015 01:15","9174","9525"
"08.01.2015 01:15 - 08.01.2015 01:30","9037","9388"
"08.01.2015 01:30 - 08.01.2015 01:45","8885","9279"
"08.01.2015 01:45 - 08.01.2015 02:00","8741","9171"
"08.01.2015 02:00 - 08.01.2015 02:15","8642","9075"
"08.01.2015 02:15 - 08.01.2015 02:30","8544","9020"
"08.01.2015 02:30 - 08.01.2015 02:45","8457","8982"
"08.01.2015 02:45 - 08.01.2015 03:00","8378","8955"
"08.01.2015 03:00 - 08.01.2015 03:15","8311","8933"
"08.01.2015 03:15 - 08.01.2015 03:30","8255","8890"
"08.01.2015 03:30 - 08.01.2015 03:45","8188","8871"
"08.01.2015 03:45 - 08.01.2015 04:00","8135","8863"
"08.01.2015 04:00 - 08.01.2015 04:15","8122","8868"
"08.01.2015 04:15 - 08.01.2015 04:30","8111","8888"
"08.01.2015 04:30 - 08.01.2015 04:45","8124","8940"
"08.01.2015 04:45 - 08.01.2015 05:00","8132","9021"
"08.01.2015 05:00 - 08.01.2015 05:15","8206","9151"
"08.01.2015 05:15 - 08.01.2015 05:30","8260","9303"
"08.01.2015 05:30 - 08.01.2015 05:45","8351","9499"
"08.01.2015 05:45 - 08.01.2015 06:00","8477","9742"
"08.01.2015 06:00 - 08.01.2015 06:15","8706","10201"
"08.01.2015 06:15 - 08.01.2015 06:30","8906","10625"
"08.01.2015 06:30 - 08.01.2015 06:45","9111","11087"
"08.01.2015 06:45 - 08.01.2015 07:00","9337","11625"
"08.01.2015 07:00 - 08.01.2015 07:15","9710","12422"
"08.01.2015 07:15 - 08.01.2015 07:30","10019","13077"
"08.01.2015 07:30 - 08.01.2015 07:45","10329","13706"
"08.01.2015 07:45 - 08.01.2015 08:00","10594","14253"
"08.01.2015 08:00 - 08.01.2015 08:15","10864","14719"
"08.01.2015 08:15 - 08.01.2015 08:30","11071","14994"
"08.01.2015 08:30 - 08.01.2015 08:45","11138","15203"
"08.01.2015 08:45 - 08.01.2015 09:00","11250","15297"
"08.01.2015 09:00 - 08.01.2015 09:15","11400","15441"
"08.01.2015 09:15 - 08.01.2015 09:30","11547","15541"
"08.01.2015 09:30 - 08.01.2015 09:45","11663","15570"
"08.01.2015 09:45 - 08.01.2015 10:00","11794","15609"
"08.01.2015 10:00 - 08.01.2015 10:15","11880","15609"
"08.01.2015 10:15 - 08.01.2015 10:30","11963","15630"
"08.01.2015 10:30 - 08.01.2015 10:45","12039","15695"
"08.01.2015 10:45 - 08.01.2015 11:00","12107","15707"
"08.01.2015 11:00 - 08.01.2015 11:15","12151","15780"
"08.01.2015 11:15 - 08.01.2015 11:30","12211","15886"
"08.01.2015 11:30 - 08.01.2015 11:45","12241","15928"
"08.01.2015 11:45 - 08.01.2015 12:00","12262","15982"
"08.01.2015 12:00 - 08.01.2015 12:15","12251","15910"
"08.01.2015 12:15 - 08.01.2015 12:30","12231","15852"
"08.01.2015 12:30 - 08.01.2015 12:45","12189","15776"
"08.01.2015 12:45 - 08.01.2015 13:00","12185","15778"
"08.01.2015 13:00 - 08.01.2015 13:15","12228","15888"
"08.01.2015 13:15 - 08.01.2015 13:30","12273","15991"
"08.01.2015 13:30 - 08.01.2015 13:45","12251","15969"
"08.01.2015 13:45 - 08.01.2015 14:00","12262","15884"
"08.01.2015 14:00 - 08.01.2015 14:15","12236","15831"
"08.01.2015 14:15 - 08.01.2015 14:30","12231","15803"
"08.01.2015 14:30 - 08.01.2015 14:45","12187","15809"
"08.01.2015 14:45 - 08.01.2015 15:00","12187","15825"
"08.01.2015 15:00 - 08.01.2015 15:15","12130","15785"
"08.01.2015 15:15 - 08.01.2015 15:30","12141","15822"
"08.01.2015 15:30 - 08.01.2015 15:45","12182","15897"
"08.01.2015 15:45 - 08.01.2015 16:00","12257","15934"
"08.01.2015 16:00 - 08.01.2015 16:15","12322","15919"
"08.01.2015 16:15 - 08.01.2015 16:30","12505","15982"
"08.01.2015 16:30 - 08.01.2015 16:45","12787","16120"
"08.01.2015 16:45 - 08.01.2015 17:00","13193","16369"
"08.01.2015 17:00 - 08.01.2015 17:15","13441","16532"
"08.01.2015 17:15 - 08.01.2015 17:30","13644","16687"
"08.01.2015 17:30 - 08.01.2015 17:45","13766","16666"
"08.01.2015 17:45 - 08.01.2015 18:00","13787","16553"
"08.01.2015 18:00 - 08.01.2015 18:15","13624","16223"
"08.01.2015 18:15 - 08.01.2015 18:30","13506","15983"
"08.01.2015 18:30 - 08.01.2015 18:45","13403","15846"
"08.01.2015 18:45 - 08.01.2015 19:00","13321","15742"
"08.01.2015 19:00 - 08.01.2015 19:15","13205","15581"
"08.01.2015 19:15 - 08.01.2015 19:30","13122","15445"
"08.01.2015 19:30 - 08.01.2015 19:45","13009","15256"
"08.01.2015 19:45 - 08.01.2015 20:00","12943","15133"
"08.01.2015 20:00 - 08.01.2015 20:15","12778","14849"
"08.01.2015 20:15 - 08.01.2015 20:30","12650","14595"
"08.01.2015 20:30 - 08.01.2015 20:45","12459","14334"
"08.01.2015 20:45 - 08.01.2015 21:00","12305","14095"
"08.01.2015 21:00 - 08.01.2015 21:15","12118","13713"
"08.01.2015 21:15 - 08.01.2015 21:30","11933","13470"
"08.01.2015 21:30 - 08.01.2015 21:45","11753","13183"
"08.01.2015 21:45 - 08.01.2015 22:00","11610","12928"
"08.01.2015 22:00 - 08.01.2015 22:15","11353","12568"
"08.01.2015 22:15 - 08.01.2015 22:30","11159","12313"
"08.01.2015 22:30 - 08.01.2015 22:45","10924","11994"
"08.01.2015 22:45 - 08.01.2015 23:00","10712","11685"
"08.01.2015 23:00 - 08.01.2015 23:15","10499","11473"
"08.01.2015 23:15 - 08.01.2015 23:30","10279","11247"
"08.01.2015 23:30 - 08.01.2015 23:45","10017","10911"
"08.01.2015 23:45 - 09.01.2015 00:00","9774","10621"
"09.01.2015 00:00 - 09.01.2015 00:15","9543","10213"
"09.01.2015 00:15 - 09.01.2015 00:30","9365","10016"
"09.01.2015 00:30 - 09.01.2015 00:45","9154","9821"
"09.01.2015 00:45 - 09.01.2015 01:00","8961","9612"
"09.01.2015 01:00 - 09.01.2015 01:15","8786","9420"
"09.01.2015 01:15 - 09.01.2015 01:30","8651","9283"
"09.01.2015 01:30 - 09.01.2015 01:45","8525","9172"
"09.01.2015 01:45 - 09.01.2015 02:00","8409","9053"
"09.01.2015 02:00 - 09.01.2015 02:15","8319","8958"
"09.01.2015 02:15 - 09.01.2015 02:30","8240","8887"
"09.01.2015 02:30 - 09.01.2015 02:45","8183","8847"
"09.01.2015 02:45 - 09.01.2015 03:00","8142","8791"
"09.01.2015 03:00 - 09.01.2015 03:15","8120","8758"
"09.01.2015 03:15 - 09.01.2015 03:30","8088","8711"
"09.01.2015 03:30 - 09.01.2015 03:45","8063","8684"
"09.01.2015 03:45 - 09.01.2015 04:00","8045","8673"
"09.01.2015 04:00 - 09.01.2015 04:15","8066","8726"
"09.01.2015 04:15 - 09.01.2015 04:30","8085","8751"
"09.01.2015 04:30 - 09.01.2015 04:45","8124","8788"
"09.01.2015 04:45 - 09.01.2015 05:00","8167","8826"
"09.01.2015 05:00 - 09.01.2015 05:15","8269","8967"
"09.01.2015 05:15 - 09.01.2015 05:30","8368","9127"
"09.01.2015 05:30 - 09.01.2015 05:45","8495","9311"
"09.01.2015 05:45 - 09.01.2015 06:00","8667","9599"
"09.01.2015 06:00 - 09.01.2015 06:15","8969","10080"
"09.01.2015 06:15 - 09.01.2015 06:30","9243","10543"
"09.01.2015 06:30 - 09.01.2015 06:45","9509","10981"
"09.01.2015 06:45 - 09.01.2015 07:00","9797","11437"
"09.01.2015 07:00 - 09.01.2015 07:15","10208","12211"
"09.01.2015 07:15 - 09.01.2015 07:30","10578","12892"
"09.01.2015 07:30 - 09.01.2015 07:45","10966","13536"
"09.01.2015 07:45 - 09.01.2015 08:00","11313","14055"
"09.01.2015 08:00 - 09.01.2015 08:15","11642","14537"
"09.01.2015 08:15 - 09.01.2015 08:30","11943","14829"
"09.01.2015 08:30 - 09.01.2015 08:45","12136","15009"
"09.01.2015 08:45 - 09.01.2015 09:00","12327","15155"
"09.01.2015 09:00 - 09.01.2015 09:15","12573","15318"
"09.01.2015 09:15 - 09.01.2015 09:30","12761","15441"
"09.01.2015 09:30 - 09.01.2015 09:45","12902","15465"
"09.01.2015 09:45 - 09.01.2015 10:00","13057","15543"
"09.01.2015 10:00 - 09.01.2015 10:15","13192","15547"
"09.01.2015 10:15 - 09.01.2015 10:30","13249","15543"
"09.01.2015 10:30 - 09.01.2015 10:45","13303","15558"
"09.01.2015 10:45 - 09.01.2015 11:00","13340","15547"
"09.01.2015 11:00 - 09.01.2015 11:15","13359","15549"
"09.01.2015 11:15 - 09.01.2015 11:30","13363","15587"
"09.01.2015 11:30 - 09.01.2015 11:45","13339","15553"
"09.01.2015 11:45 - 09.01.2015 12:00","13319","15536"
"09.01.2015 12:00 - 09.01.2015 12:15","13266","15465"
"09.01.2015 12:15 - 09.01.2015 12:30","13215","15384"
"09.01.2015 12:30 - 09.01.2015 12:45","13104","15210"
"09.01.2015 12:45 - 09.01.2015 13:00","13027","15162"
"09.01.2015 13:00 - 09.01.2015 13:15","12991","15218"
"09.01.2015 13:15 - 09.01.2015 13:30","12974","15303"
"09.01.2015 13:30 - 09.01.2015 13:45","12929","15270"
"09.01.2015 13:45 - 09.01.2015 14:00","12891","15219"
"09.01.2015 14:00 - 09.01.2015 14:15","12841","15117"
"09.01.2015 14:15 - 09.01.2015 14:30","12812","15068"
"09.01.2015 14:30 - 09.01.2015 14:45","12752","15021"
"09.01.2015 14:45 - 09.01.2015 15:00","12720","15006"
"09.01.2015 15:00 - 09.01.2015 15:15","12655","14938"
"09.01.2015 15:15 - 09.01.2015 15:30","12648","14931"
"09.01.2015 15:30 - 09.01.2015 15:45","12660","14986"
"09.01.2015 15:45 - 09.01.2015 16:00","12699","15028"
"09.01.2015 16:00 - 09.01.2015 16:15","12738","15038"
"09.01.2015 16:15 - 09.01.2015 16:30","12923","15137"
"09.01.2015 16:30 - 09.01.2015 16:45","13202","15312"
"09.01.2015 16:45 - 09.01.2015 17:00","13741","15667"
"09.01.2015 17:00 - 09.01.2015 17:15","14139","15802"
"09.01.2015 17:15 - 09.01.2015 17:30","14407","15890"
"09.01.2015 17:30 - 09.01.2015 17:45","14514","15928"
