"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"05.01.2015 11:30 - 05.01.2015 11:45","60442","63084"
"05.01.2015 11:45 - 05.01.2015 12:00","60467","62918"
"05.01.2015 12:00 - 05.01.2015 12:15","60279","62749"
"05.01.2015 12:15 - 05.01.2015 12:30","60999","63010"
"05.01.2015 12:30 - 05.01.2015 12:45","60311","63092"
"05.01.2015 12:45 - 05.01.2015 13:00","60947","62958"
"05.01.2015 13:00 - 05.01.2015 13:15","60108","62784"
"05.01.2015 13:15 - 05.01.2015 13:30","58222","62170"
"05.01.2015 13:30 - 05.01.2015 13:45","59939","61977"
"05.01.2015 13:45 - 05.01.2015 14:00","59191","61500"
"05.01.2015 14:00 - 05.01.2015 14:15","57132","61385"
"05.01.2015 14:15 - 05.01.2015 14:30","56880","61335"
"05.01.2015 14:30 - 05.01.2015 14:45","57144","60983"
"05.01.2015 14:45 - 05.01.2015 15:00","58969","61026"
"05.01.2015 15:00 - 05.01.2015 15:15","58940","60924"
"05.01.2015 15:15 - 05.01.2015 15:30","58839","60654"
"05.01.2015 15:30 - 05.01.2015 15:45","58323","60278"
"05.01.2015 15:45 - 05.01.2015 16:00","57829","59943"
"05.01.2015 16:00 - 05.01.2015 16:15","58297","60315"
"05.01.2015 16:15 - 05.01.2015 16:30","57869","60845"
"05.01.2015 16:30 - 05.01.2015 16:45","58224","61578"
"05.01.2015 16:45 - 05.01.2015 17:00","58898","62628"
"05.01.2015 17:00 - 05.01.2015 17:15","59174","64052"
"05.01.2015 17:15 - 05.01.2015 17:30","59680","65127"
"05.01.2015 17:30 - 05.01.2015 17:45","60167","65524"
"05.01.2015 17:45 - 05.01.2015 18:00","60572","65817"
"05.01.2015 18:00 - 05.01.2015 18:15","60578","65385"
"05.01.2015 18:15 - 05.01.2015 18:30","60574","65067"
"05.01.2015 18:30 - 05.01.2015 18:45","61086","64614"
"05.01.2015 18:45 - 05.01.2015 19:00","61307","64480"
"05.01.2015 19:00 - 05.01.2015 19:15","60952","64094"
"05.01.2015 19:15 - 05.01.2015 19:30","60716","63600"
"05.01.2015 19:30 - 05.01.2015 19:45","60168","63031"
"05.01.2015 19:45 - 05.01.2015 20:00","59420","62243"
"05.01.2015 20:00 - 05.01.2015 20:15","58242","60841"
"05.01.2015 20:15 - 05.01.2015 20:30","57424","59617"
"05.01.2015 20:30 - 05.01.2015 20:45","56290","58547"
"05.01.2015 20:45 - 05.01.2015 21:00","55412","57643"
"05.01.2015 21:00 - 05.01.2015 21:15","54731","57200"
"05.01.2015 21:15 - 05.01.2015 21:30","54571","56700"
"05.01.2015 21:30 - 05.01.2015 21:45","53593","55975"
"05.01.2015 21:45 - 05.01.2015 22:00","53133","55509"
"05.01.2015 22:00 - 05.01.2015 22:15","52974","55990"
"05.01.2015 22:15 - 05.01.2015 22:30","52783","55421"
"05.01.2015 22:30 - 05.01.2015 22:45","51743","54382"
"05.01.2015 22:45 - 05.01.2015 23:00","50744","53126"
"05.01.2015 23:00 - 05.01.2015 23:15","47696","51979"
"05.01.2015 23:15 - 05.01.2015 23:30","48813","50842"
"05.01.2015 23:30 - 05.01.2015 23:45","47868","49936"
"05.01.2015 23:45 - 06.01.2015 00:00","47090","49501"
"06.01.2015 00:00 - 06.01.2015 00:15","47284","48518"
"06.01.2015 00:15 - 06.01.2015 00:30","42813","47656"
"06.01.2015 00:30 - 06.01.2015 00:45","45660","46830"
"06.01.2015 00:45 - 06.01.2015 01:00","45105","46266"
"06.01.2015 01:00 - 06.01.2015 01:15","44765","45717"
"06.01.2015 01:15 - 06.01.2015 01:30","44162","45085"
"06.01.2015 01:30 - 06.01.2015 01:45","43706","44718"
"06.01.2015 01:45 - 06.01.2015 02:00","43279","44524"
"06.01.2015 02:00 - 06.01.2015 02:15","42938","44306"
"06.01.2015 02:15 - 06.01.2015 02:30","42669","44010"
"06.01.2015 02:30 - 06.01.2015 02:45","43093","43851"
"06.01.2015 02:45 - 06.01.2015 03:00","42594","43892"
"06.01.2015 03:00 - 06.01.2015 03:15","42744","44046"
"06.01.2015 03:15 - 06.01.2015 03:30","42582","43944"
"06.01.2015 03:30 - 06.01.2015 03:45","42652","44067"
"06.01.2015 03:45 - 06.01.2015 04:00","42920","44139"
"06.01.2015 04:00 - 06.01.2015 04:15","43150","44614"
"06.01.2015 04:15 - 06.01.2015 04:30","43451","44456"
"06.01.2015 04:30 - 06.01.2015 04:45","43751","44706"
"06.01.2015 04:45 - 06.01.2015 05:00","44091","45143"
"06.01.2015 05:00 - 06.01.2015 05:15","44948","45688"
"06.01.2015 05:15 - 06.01.2015 05:30","45404","46123"
"06.01.2015 05:30 - 06.01.2015 05:45","46134","46556"
"06.01.2015 05:45 - 06.01.2015 06:00","47105","47297"
"06.01.2015 06:00 - 06.01.2015 06:15","48692","48368"
"06.01.2015 06:15 - 06.01.2015 06:30","49859","49953"
"06.01.2015 06:30 - 06.01.2015 06:45","51863","51543"
"06.01.2015 06:45 - 06.01.2015 07:00","52300","52525"
"06.01.2015 07:00 - 06.01.2015 07:15","54166","54267"
"06.01.2015 07:15 - 06.01.2015 07:30","55287","55148"
"06.01.2015 07:30 - 06.01.2015 07:45","56068","56222"
"06.01.2015 07:45 - 06.01.2015 08:00","56696","57152"
"06.01.2015 08:00 - 06.01.2015 08:15","57959","57636"
"06.01.2015 08:15 - 06.01.2015 08:30","58132","57775"
"06.01.2015 08:30 - 06.01.2015 08:45","58447","58096"
"06.01.2015 08:45 - 06.01.2015 09:00","58883","58309"
"06.01.2015 09:00 - 06.01.2015 09:15","58960","58543"
"06.01.2015 09:15 - 06.01.2015 09:30","59575","59036"
"06.01.2015 09:30 - 06.01.2015 09:45","60189","59533"
"06.01.2015 09:45 - 06.01.2015 10:00","60445","60067"
"06.01.2015 10:00 - 06.01.2015 10:15","60875","60243"
"06.01.2015 10:15 - 06.01.2015 10:30","60630","60558"
"06.01.2015 10:30 - 06.01.2015 10:45","61189","60863"
"06.01.2015 10:45 - 06.01.2015 11:00","61470","61230"
"06.01.2015 11:00 - 06.01.2015 11:15","61792","61399"
"06.01.2015 11:15 - 06.01.2015 11:30","62064","61831"
"06.01.2015 11:30 - 06.01.2015 11:45","62486","61922"
"06.01.2015 11:45 - 06.01.2015 12:00","62916","61824"
"06.01.2015 12:00 - 06.01.2015 12:15","62771","61869"
"06.01.2015 12:15 - 06.01.2015 12:30","62600","61749"
"06.01.2015 12:30 - 06.01.2015 12:45","61775","61558"
"06.01.2015 12:45 - 06.01.2015 13:00","61597","61337"
"06.01.2015 13:00 - 06.01.2015 13:15","60337","61224"
"06.01.2015 13:15 - 06.01.2015 13:30","61645","60865"
"06.01.2015 13:30 - 06.01.2015 13:45","61650","60577"
"06.01.2015 13:45 - 06.01.2015 14:00","60748","60121"
"06.01.2015 14:00 - 06.01.2015 14:15","58395","59565"
"06.01.2015 14:15 - 06.01.2015 14:30","58137","59277"
"06.01.2015 14:30 - 06.01.2015 14:45","60659","59124"
"06.01.2015 14:45 - 06.01.2015 15:00","56655","59071"
"06.01.2015 15:00 - 06.01.2015 15:15","59719","59015"
"06.01.2015 15:15 - 06.01.2015 15:30","59726","58910"
"06.01.2015 15:30 - 06.01.2015 15:45","59369","58684"
"06.01.2015 15:45 - 06.01.2015 16:00","58967","58733"
"06.01.2015 16:00 - 06.01.2015 16:15","59256","58991"
"06.01.2015 16:15 - 06.01.2015 16:30","58699","59497"
"06.01.2015 16:30 - 06.01.2015 16:45","59143","60410"
"06.01.2015 16:45 - 06.01.2015 17:00","59709","61457"
"06.01.2015 17:00 - 06.01.2015 17:15","60260","62757"
"06.01.2015 17:15 - 06.01.2015 17:30","60701","63750"
"06.01.2015 17:30 - 06.01.2015 17:45","61091","64464"
"06.01.2015 17:45 - 06.01.2015 18:00","61346","64904"
"06.01.2015 18:00 - 06.01.2015 18:15","61715","64619"
"06.01.2015 18:15 - 06.01.2015 18:30","61585","64067"
"06.01.2015 18:30 - 06.01.2015 18:45","61997","64064"
"06.01.2015 18:45 - 06.01.2015 19:00","61756","64126"
"06.01.2015 19:00 - 06.01.2015 19:15","61823","64175"
"06.01.2015 19:15 - 06.01.2015 19:30","61944","63614"
"06.01.2015 19:30 - 06.01.2015 19:45","61376","63094"
"06.01.2015 19:45 - 06.01.2015 20:00","60536","62502"
"06.01.2015 20:00 - 06.01.2015 20:15","59840","61190"
"06.01.2015 20:15 - 06.01.2015 20:30","58737","60093"
"06.01.2015 20:30 - 06.01.2015 20:45","57737","59247"
"06.01.2015 20:45 - 06.01.2015 21:00","56712","58248"
"06.01.2015 21:00 - 06.01.2015 21:15","56113","57916"
"06.01.2015 21:15 - 06.01.2015 21:30","55900","57549"
"06.01.2015 21:30 - 06.01.2015 21:45","55025","56938"
"06.01.2015 21:45 - 06.01.2015 22:00","54418","56055"
"06.01.2015 22:00 - 06.01.2015 22:15","54166","56360"
"06.01.2015 22:15 - 06.01.2015 22:30","54260","55552"
"06.01.2015 22:30 - 06.01.2015 22:45","53182","54457"
"06.01.2015 22:45 - 06.01.2015 23:00","52175","53176"
"06.01.2015 23:00 - 06.01.2015 23:15","50964","52235"
"06.01.2015 23:15 - 06.01.2015 23:30","47956","51050"
"06.01.2015 23:30 - 06.01.2015 23:45","49440","49948"
"06.01.2015 23:45 - 07.01.2015 00:00","48541","49323"
"07.01.2015 00:00 - 07.01.2015 00:15","47127","48391"
"07.01.2015 00:15 - 07.01.2015 00:30","46288","47659"
"07.01.2015 00:30 - 07.01.2015 00:45","45406","46786"
"07.01.2015 00:45 - 07.01.2015 01:00","45050","46395"
"07.01.2015 01:00 - 07.01.2015 01:15","44437","45805"
"07.01.2015 01:15 - 07.01.2015 01:30","43887","45202"
"07.01.2015 01:30 - 07.01.2015 01:45","43534","44910"
"07.01.2015 01:45 - 07.01.2015 02:00","43326","44585"
"07.01.2015 02:00 - 07.01.2015 02:15","42956","44496"
"07.01.2015 02:15 - 07.01.2015 02:30","43102","44254"
"07.01.2015 02:30 - 07.01.2015 02:45","42772","44129"
"07.01.2015 02:45 - 07.01.2015 03:00","42300","43989"
"07.01.2015 03:00 - 07.01.2015 03:15","42677","44319"
"07.01.2015 03:15 - 07.01.2015 03:30","42705","44381"
"07.01.2015 03:30 - 07.01.2015 03:45","42932","44397"
"07.01.2015 03:45 - 07.01.2015 04:00","43434","44375"
"07.01.2015 04:00 - 07.01.2015 04:15","44078","44850"
"07.01.2015 04:15 - 07.01.2015 04:30","44467","45064"
"07.01.2015 04:30 - 07.01.2015 04:45","44727","45384"
"07.01.2015 04:45 - 07.01.2015 05:00","45385","45895"
"07.01.2015 05:00 - 07.01.2015 05:15","46145","47285"
"07.01.2015 05:15 - 07.01.2015 05:30","46761","47879"
"07.01.2015 05:30 - 07.01.2015 05:45","47537","48846"
"07.01.2015 05:45 - 07.01.2015 06:00","48046","50381"
"07.01.2015 06:00 - 07.01.2015 06:15","50246","53104"
"07.01.2015 06:15 - 07.01.2015 06:30","52367","55840"
"07.01.2015 06:30 - 07.01.2015 06:45","53837","58022"
"07.01.2015 06:45 - 07.01.2015 07:00","55443","59539"
"07.01.2015 07:00 - 07.01.2015 07:15","57394","61378"
"07.01.2015 07:15 - 07.01.2015 07:30","58231","62656"
"07.01.2015 07:30 - 07.01.2015 07:45","59137","64003"
"07.01.2015 07:45 - 07.01.2015 08:00","59721","65134"
"07.01.2015 08:00 - 07.01.2015 08:15","60543","65842"
"07.01.2015 08:15 - 07.01.2015 08:30","60687","66004"
"07.01.2015 08:30 - 07.01.2015 08:45","60791","65944"
"07.01.2015 08:45 - 07.01.2015 09:00","60924","66067"
"07.01.2015 09:00 - 07.01.2015 09:15","60902","66030"
"07.01.2015 09:15 - 07.01.2015 09:30","61284","66310"
"07.01.2015 09:30 - 07.01.2015 09:45","61506","66512"
"07.01.2015 09:45 - 07.01.2015 10:00","61744","66750"
"07.01.2015 10:00 - 07.01.2015 10:15","61918","67416"
"07.01.2015 10:15 - 07.01.2015 10:30","62188","67601"
"07.01.2015 10:30 - 07.01.2015 10:45","62501","67916"
"07.01.2015 10:45 - 07.01.2015 11:00","62808","68049"
"07.01.2015 11:00 - 07.01.2015 11:15","63255","68216"
"07.01.2015 11:15 - 07.01.2015 11:30","63340","68493"
"07.01.2015 11:30 - 07.01.2015 11:45","63894","68712"
"07.01.2015 11:45 - 07.01.2015 12:00","63877","68606"
"07.01.2015 12:00 - 07.01.2015 12:15","63464","68133"
"07.01.2015 12:15 - 07.01.2015 12:30","63159","68095"
"07.01.2015 12:30 - 07.01.2015 12:45","63260","68102"
"07.01.2015 12:45 - 07.01.2015 13:00","63132","68069"
"07.01.2015 13:00 - 07.01.2015 13:15","63597","67707"
"07.01.2015 13:15 - 07.01.2015 13:30","62865","67440"
"07.01.2015 13:30 - 07.01.2015 13:45","60773","67215"
"07.01.2015 13:45 - 07.01.2015 14:00","62384","66629"
"07.01.2015 14:00 - 07.01.2015 14:15","62334","66310"
"07.01.2015 14:15 - 07.01.2015 14:30","62061","66121"
"07.01.2015 14:30 - 07.01.2015 14:45","61902","66037"
"07.01.2015 14:45 - 07.01.2015 15:00","61590","65709"
"07.01.2015 15:00 - 07.01.2015 15:15","62094","65971"
"07.01.2015 15:15 - 07.01.2015 15:30","61992","65640"
"07.01.2015 15:30 - 07.01.2015 15:45","61980","65338"
"07.01.2015 15:45 - 07.01.2015 16:00","61056","65034"
"07.01.2015 16:00 - 07.01.2015 16:15","62046","65138"
"07.01.2015 16:15 - 07.01.2015 16:30","61441","65396"
"07.01.2015 16:30 - 07.01.2015 16:45","61868","66526"
"07.01.2015 16:45 - 07.01.2015 17:00","62881","67703"
"07.01.2015 17:00 - 07.01.2015 17:15","63693","68829"
"07.01.2015 17:15 - 07.01.2015 17:30","64259","69779"
"07.01.2015 17:30 - 07.01.2015 17:45","64554","69949"
"07.01.2015 17:45 - 07.01.2015 18:00","64831","70030"
"07.01.2015 18:00 - 07.01.2015 18:15","64500","69755"
"07.01.2015 18:15 - 07.01.2015 18:30","64328","69440"
"07.01.2015 18:30 - 07.01.2015 18:45","64344","69304"
"07.01.2015 18:45 - 07.01.2015 19:00","64158","69202"
"07.01.2015 19:00 - 07.01.2015 19:15","63711","68557"
"07.01.2015 19:15 - 07.01.2015 19:30","62784","67718"
"07.01.2015 19:30 - 07.01.2015 19:45","61956","67158"
"07.01.2015 19:45 - 07.01.2015 20:00","61487","66436"
"07.01.2015 20:00 - 07.01.2015 20:15","60235","65169"
"07.01.2015 20:15 - 07.01.2015 20:30","58915","64000"
"07.01.2015 20:30 - 07.01.2015 20:45","57729","63016"
"07.01.2015 20:45 - 07.01.2015 21:00","56739","62233"
"07.01.2015 21:00 - 07.01.2015 21:15","55948","61586"
"07.01.2015 21:15 - 07.01.2015 21:30","55940","60790"
"07.01.2015 21:30 - 07.01.2015 21:45","55192","60167"
"07.01.2015 21:45 - 07.01.2015 22:00","54430","59331"
"07.01.2015 22:00 - 07.01.2015 22:15","53958","59844"
"07.01.2015 22:15 - 07.01.2015 22:30","54124","59150"
"07.01.2015 22:30 - 07.01.2015 22:45","53094","57747"
"07.01.2015 22:45 - 07.01.2015 23:00","51742","56651"
"07.01.2015 23:00 - 07.01.2015 23:15","50444","55762"
"07.01.2015 23:15 - 07.01.2015 23:30","50002","54294"
"07.01.2015 23:30 - 07.01.2015 23:45","48648","53445"
"07.01.2015 23:45 - 08.01.2015 00:00","47994","52779"
"08.01.2015 00:00 - 08.01.2015 00:15","47978","51666"
"08.01.2015 00:15 - 08.01.2015 00:30","47239","50688"
"08.01.2015 00:30 - 08.01.2015 00:45","46634","50124"
"08.01.2015 00:45 - 08.01.2015 01:00","46147","49361"
"08.01.2015 01:00 - 08.01.2015 01:15","45579","48805"
"08.01.2015 01:15 - 08.01.2015 01:30","45120","48062"
"08.01.2015 01:30 - 08.01.2015 01:45","44676","47910"
"08.01.2015 01:45 - 08.01.2015 02:00","44321","47388"
"08.01.2015 02:00 - 08.01.2015 02:15","43972","47258"
"08.01.2015 02:15 - 08.01.2015 02:30","43802","47113"
"08.01.2015 02:30 - 08.01.2015 02:45","43710","47180"
"08.01.2015 02:45 - 08.01.2015 03:00","43780","46744"
"08.01.2015 03:00 - 08.01.2015 03:15","43865","47212"
"08.01.2015 03:15 - 08.01.2015 03:30","43921","47290"
"08.01.2015 03:30 - 08.01.2015 03:45","43924","47172"
"08.01.2015 03:45 - 08.01.2015 04:00","44139","47239"
"08.01.2015 04:00 - 08.01.2015 04:15","44328","47759"
"08.01.2015 04:15 - 08.01.2015 04:30","44602","48118"
"08.01.2015 04:30 - 08.01.2015 04:45","44988","48489"
"08.01.2015 04:45 - 08.01.2015 05:00","45527","48645"
"08.01.2015 05:00 - 08.01.2015 05:15","46199","49835"
"08.01.2015 05:15 - 08.01.2015 05:30","46694","50555"
"08.01.2015 05:30 - 08.01.2015 05:45","47466","51602"
"08.01.2015 05:45 - 08.01.2015 06:00","48324","52630"
"08.01.2015 06:00 - 08.01.2015 06:15","50546","55450"
"08.01.2015 06:15 - 08.01.2015 06:30","50556","57804"
"08.01.2015 06:30 - 08.01.2015 06:45","52518","59846"
"08.01.2015 06:45 - 08.01.2015 07:00","53995","61320"
"08.01.2015 07:00 - 08.01.2015 07:15","55817","63646"
"08.01.2015 07:15 - 08.01.2015 07:30","58334","64985"
"08.01.2015 07:30 - 08.01.2015 07:45","59141","66098"
"08.01.2015 07:45 - 08.01.2015 08:00","59795","67059"
"08.01.2015 08:00 - 08.01.2015 08:15","60652","68186"
"08.01.2015 08:15 - 08.01.2015 08:30","60706","68718"
"08.01.2015 08:30 - 08.01.2015 08:45","60765","68753"
"08.01.2015 08:45 - 08.01.2015 09:00","60863","68620"
"08.01.2015 09:00 - 08.01.2015 09:15","61070","68432"
"08.01.2015 09:15 - 08.01.2015 09:30","61329","68404"
"08.01.2015 09:30 - 08.01.2015 09:45","61625","68722"
"08.01.2015 09:45 - 08.01.2015 10:00","61802","68837"
"08.01.2015 10:00 - 08.01.2015 10:15","61904","68982"
"08.01.2015 10:15 - 08.01.2015 10:30","62018","69318"
"08.01.2015 10:30 - 08.01.2015 10:45","62484","69635"
"08.01.2015 10:45 - 08.01.2015 11:00","62776","70001"
"08.01.2015 11:00 - 08.01.2015 11:15","63300","70561"
"08.01.2015 11:15 - 08.01.2015 11:30","63694","70680"
"08.01.2015 11:30 - 08.01.2015 11:45","63916","70903"
"08.01.2015 11:45 - 08.01.2015 12:00","64023","70395"
"08.01.2015 12:00 - 08.01.2015 12:15","63580","69968"
"08.01.2015 12:15 - 08.01.2015 12:30","63260","70009"
"08.01.2015 12:30 - 08.01.2015 12:45","63355","70029"
"08.01.2015 12:45 - 08.01.2015 13:00","63236","69842"
"08.01.2015 13:00 - 08.01.2015 13:15","61357","69821"
"08.01.2015 13:15 - 08.01.2015 13:30","61002","69344"
"08.01.2015 13:30 - 08.01.2015 13:45","60619","68781"
"08.01.2015 13:45 - 08.01.2015 14:00","61803","68300"
"08.01.2015 14:00 - 08.01.2015 14:15","59970","67902"
"08.01.2015 14:15 - 08.01.2015 14:30","59696","67887"
"08.01.2015 14:30 - 08.01.2015 14:45","61026","67847"
"08.01.2015 14:45 - 08.01.2015 15:00","60470","67703"
"08.01.2015 15:00 - 08.01.2015 15:15","60715","68141"
"08.01.2015 15:15 - 08.01.2015 15:30","60715","67638"
"08.01.2015 15:30 - 08.01.2015 15:45","60502","67634"
"08.01.2015 15:45 - 08.01.2015 16:00","60185","67649"
"08.01.2015 16:00 - 08.01.2015 16:15","60561","67715"
"08.01.2015 16:15 - 08.01.2015 16:30","60553","67857"
"08.01.2015 16:30 - 08.01.2015 16:45","60973","68329"
"08.01.2015 16:45 - 08.01.2015 17:00","62058","68829"
"08.01.2015 17:00 - 08.01.2015 17:15","63085","69505"
"08.01.2015 17:15 - 08.01.2015 17:30","63818","70191"
"08.01.2015 17:30 - 08.01.2015 17:45","64077","70498"
"08.01.2015 17:45 - 08.01.2015 18:00","64366","70363"
"08.01.2015 18:00 - 08.01.2015 18:15","64205","69609"
"08.01.2015 18:15 - 08.01.2015 18:30","64415","69405"
"08.01.2015 18:30 - 08.01.2015 18:45","64464","69036"
"08.01.2015 18:45 - 08.01.2015 19:00","64134","68934"
"08.01.2015 19:00 - 08.01.2015 19:15","63758","68768"
"08.01.2015 19:15 - 08.01.2015 19:30","63259","67979"
"08.01.2015 19:30 - 08.01.2015 19:45","62509","67283"
"08.01.2015 19:45 - 08.01.2015 20:00","61758","66034"
"08.01.2015 20:00 - 08.01.2015 20:15","60723","64357"
"08.01.2015 20:15 - 08.01.2015 20:30","59456","63450"
"08.01.2015 20:30 - 08.01.2015 20:45","58372","62578"
"08.01.2015 20:45 - 08.01.2015 21:00","57348","61581"
"08.01.2015 21:00 - 08.01.2015 21:15","56927","60410"
"08.01.2015 21:15 - 08.01.2015 21:30","56704","60133"
"08.01.2015 21:30 - 08.01.2015 21:45","55834","59397"
"08.01.2015 21:45 - 08.01.2015 22:00","52840","58154"
"08.01.2015 22:00 - 08.01.2015 22:15","55056","58890"
"08.01.2015 22:15 - 08.01.2015 22:30","52735","58376"
"08.01.2015 22:30 - 08.01.2015 22:45","54003","56956"
"08.01.2015 22:45 - 08.01.2015 23:00","52983","55850"
"08.01.2015 23:00 - 08.01.2015 23:15","51876","54838"
"08.01.2015 23:15 - 08.01.2015 23:30","50869","53666"
"08.01.2015 23:30 - 08.01.2015 23:45","49897","52628"
"08.01.2015 23:45 - 09.01.2015 00:00","46990","50974"
"09.01.2015 00:00 - 09.01.2015 00:15","48640","49712"
"09.01.2015 00:15 - 09.01.2015 00:30","44466","48748"
"09.01.2015 00:30 - 09.01.2015 00:45","46886","48129"
"09.01.2015 00:45 - 09.01.2015 01:00","46502","47481"
"09.01.2015 01:00 - 09.01.2015 01:15","46053","47192"
"09.01.2015 01:15 - 09.01.2015 01:30","45528","46561"
"09.01.2015 01:30 - 09.01.2015 01:45","45120","46215"
"09.01.2015 01:45 - 09.01.2015 02:00","44606","45918"
"09.01.2015 02:00 - 09.01.2015 02:15","44371","45589"
"09.01.2015 02:15 - 09.01.2015 02:30","44121","45477"
"09.01.2015 02:30 - 09.01.2015 02:45","44559","45533"
"09.01.2015 02:45 - 09.01.2015 03:00","44183","45584"
"09.01.2015 03:00 - 09.01.2015 03:15","44503","45629"
"09.01.2015 03:15 - 09.01.2015 03:30","44501","45747"
"09.01.2015 03:30 - 09.01.2015 03:45","44584","45455"
"09.01.2015 03:45 - 09.01.2015 04:00","44890","45440"
"09.01.2015 04:00 - 09.01.2015 04:15","45457","46194"
"09.01.2015 04:15 - 09.01.2015 04:30","46010","46544"
"09.01.2015 04:30 - 09.01.2015 04:45","46468","47364"
"09.01.2015 04:45 - 09.01.2015 05:00","46848","47697"
"09.01.2015 05:00 - 09.01.2015 05:15","47759","49074"
"09.01.2015 05:15 - 09.01.2015 05:30","47679","49577"
"09.01.2015 05:30 - 09.01.2015 05:45","48494","50831"
"09.01.2015 05:45 - 09.01.2015 06:00","49571","52224"
"09.01.2015 06:00 - 09.01.2015 06:15","52148","55263"
"09.01.2015 06:15 - 09.01.2015 06:30","51922","57400"
"09.01.2015 06:30 - 09.01.2015 06:45","54231","59408"
"09.01.2015 06:45 - 09.01.2015 07:00","55250","61334"
"09.01.2015 07:00 - 09.01.2015 07:15","57555","63280"
"09.01.2015 07:15 - 09.01.2015 07:30","60108","65143"
"09.01.2015 07:30 - 09.01.2015 07:45","60892","66327"
"09.01.2015 07:45 - 09.01.2015 08:00","61627","67470"
"09.01.2015 08:00 - 09.01.2015 08:15","63023","69062"
"09.01.2015 08:15 - 09.01.2015 08:30","62930","69570"
"09.01.2015 08:30 - 09.01.2015 08:45","62439","69404"
"09.01.2015 08:45 - 09.01.2015 09:00","62997","69269"
"09.01.2015 09:00 - 09.01.2015 09:15","63143","69147"
"09.01.2015 09:15 - 09.01.2015 09:30","62871","69553"
"09.01.2015 09:30 - 09.01.2015 09:45","63467","69677"
"09.01.2015 09:45 - 09.01.2015 10:00","63519","69605"
"09.01.2015 10:00 - 09.01.2015 10:15","63558","69954"
"09.01.2015 10:15 - 09.01.2015 10:30","63249","70128"
"09.01.2015 10:30 - 09.01.2015 10:45","63819","70530"
"09.01.2015 10:45 - 09.01.2015 11:00","63929","70817"
"09.01.2015 11:00 - 09.01.2015 11:15","64620","70909"
"09.01.2015 11:15 - 09.01.2015 11:30","64508","70987"
"09.01.2015 11:30 - 09.01.2015 11:45","65097","70867"
"09.01.2015 11:45 - 09.01.2015 12:00","64708","70555"
"09.01.2015 12:00 - 09.01.2015 12:15","64057","70035"
"09.01.2015 12:15 - 09.01.2015 12:30","64076","69183"
"09.01.2015 12:30 - 09.01.2015 12:45","63877","69460"
"09.01.2015 12:45 - 09.01.2015 13:00","63670","69583"
"09.01.2015 13:00 - 09.01.2015 13:15","61664","69234"
"09.01.2015 13:15 - 09.01.2015 13:30","61210","68509"
"09.01.2015 13:30 - 09.01.2015 13:45","61010","67931"
"09.01.2015 13:45 - 09.01.2015 14:00","62111","67393"
"09.01.2015 14:00 - 09.01.2015 14:15","60178","67239"
"09.01.2015 14:15 - 09.01.2015 14:30","60037","67149"
"09.01.2015 14:30 - 09.01.2015 14:45","62124","66586"
"09.01.2015 14:45 - 09.01.2015 15:00","61261","66574"
"09.01.2015 15:00 - 09.01.2015 15:15","61321","66875"
"09.01.2015 15:15 - 09.01.2015 15:30","60964","66726"
"09.01.2015 15:30 - 09.01.2015 15:45","60708","66229"
"09.01.2015 15:45 - 09.01.2015 16:00","60327","66242"
